STA-701N4G-C-001,ED WILLIAMS FOR NC HOUSE,Closed (Pending),,
STA-J67L18-C-001,COMMITTEE TO KEEP JUDGE ED CLONTZ,Active (Non-Exempt),,
FED-C0168N-C-001,PRICE FOR CONGRESS COMM,Active (Non-Exempt),,
STA-1J7A28-C-001,NEIGHBORS ON CALL,Active (Non-Exempt),,
STA-C3932N-C-001,SWAIN DEC,Active (Non-Exempt),,
STA-55CFA0-C-001,ENERGY ACTION PAC,Active (Non-Exempt),,
STA-17Q8R0-C-001,WAKE FOREST AREA REP CLUB,Active (Non-Exempt),,
STA-GKY0Q6-C-002,LOCKE BELL FOR DA,Inactive,,
STA-TE3T19-C-001,MARY RULLI FOR NC,Closed (Pending),,
STA-7J7454-C-001,COMMITTEE TO ELECT LESLIE COHEN,Active (Non-Exempt),,
STA-C3983N-C-001,CABARRUS DW,Active (Non-Exempt),,
STA-BTJ8Q1-C-001,NOW OR NEVER NC,Active (Non-Exempt),,
FED-0IU17D-C-001,KEURIG DR PEPPER INC. POLITICAL ACTION COMMITTEE,Active (Non-Exempt),,
FED-C4691N-C-001,UNIVERSAL LEAF TOBACCO COMP INC PAC,Active (Non-Exempt),,
STA-22D840-C-001,COMM TO ELECT JOHN WESLEY SEAWELL,Closed,,
FED-X9NHNO-C-001,FIDELITY NATIONAL FINANCIAL INC PAC 2001,Closed (Pending),,
STA-75SMR1-C-001,CAMPAIGN TO ELECT CLARK 77,Active (Non-Exempt),,
STA-4416ZP-C-001,AMERICAN ANESTHESIOLOGY SOUTHEAST PAC,Closed (Pending),,
FED-8WI19O-C-001,CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY/ATRIUM HEALTH EMPLOYEES FED PAC,Active (Non-Exempt),,
FED-C4698N-C-001,DUKE ENERGY PIEDMONT NATURAL GAS COMP INC PAC,Closed (Pending),,
STA-84LDYW-C-001,ALAMANCE COUNTY OF REPUBLICAN PARTY BUILDING FUND,Active (Non-Exempt),,
STA-4DP5BW-C-001,DENVER INC,Active (Non-Exempt),,
FED-C4596N-C-001,NC MEDICAL SOCIETY FED POL EDU & ACTION COMM,Active (Non-Exempt),,
STA-9A715K-C-001,JANE' FOR JUDGE,Active (Non-Exempt),,
STA-C2905N-C-003,ANNA MILLS WAGONER FOR SUPERIOR COURT JUDGE,Closed (Pending),,
STA-X2EWV9-C-001,GUILFORD COUNTY REC BUILDING ACCOUNT,Active (Non-Exempt),,
STA-C3731N-C-001,NC SIERRA CLUB PAC,Active (Non-Exempt),,
STA-25KBCA-C-001,CHOICEPAC,Active (Non-Exempt),,
STA-C2699N-C-004,WILLIAM JEFFREY MOORE FOR DISTRICT COURT JUDGE,Closed,,
FED-373715-C-001,THE ARENA CANDIDATE PAC,Closed (Pending),,
STA-DUD9J0-C-003,TIMOTHY COOK CAMPAIGN,Closed (Pending),,
STA-L39U2F-C-001,COMM TO ELECT JEAN SIVOLI,Closed (Pending),,
STA-L95W00-C-001,GENERAL DYNAMICS CORPORATION (GDC PAC) PAC,Closed (Pending),,
STA-V9AB2R-C-001,COMMITTEE TO ELECT RICHARD CHAPMAN,Closed (Pending),,
STA-7O15F3-C-001,STOP DECEPTIVE AMENDMENTS,Closed (Pending),,
STA-MMJ36M-C-001,COMM TO ELECT RONALD L NEWTON,Active (Non-Exempt),,
STA-99ZA0W-C-001,COMM TO ELECT MARK CUMMINGS SUPERIOR COURT JUDGE,Terminated,,
STA-T82493-C-001,PROGRESS NC ACTION IE PAC,Active (Non-Exempt),,
STA-ZFA2I6-C-001,COMM TO ELECT JON BLUM,Closed,,
FED-A3XE16-C-001,GRASSROOTS VICTORY PAC,Active (Non-Exempt),,
STA-E0PT0Y-C-001,TEAM4NC PAC,Closed (Pending),,
STA-C1724N-C-001,COMM TO ELECT BILL PORTER,Closed,,
FED-8133TR-C-001,GIFFORDS PAC,Closed (Pending),,
STA-XL238W-C-001,BY THE PEOPLE,Closed (Pending),,
STA-C3846N-C-001,NORTH CAROLINA DEMOCRATIC PARTY - BUILDING,Active (Non-Exempt),,
STA-N4PW5W-C-001,GOODWIN COMM,Active (Non-Exempt),,
STA-27H6T3-C-002,ED HANES FOR NC,Inactive,,
STA-Q1A3UI-C-001,DLCC ACTION FUND,Closed (Pending),,
STA-5055EU-C-001,MARTHA SHAFER FOR NC,Closed,,
FED-007GTA-C-001,WATTS FOR CONGRESS,Closed (Pending),,
STA-C9101Q-C-001,MECKLENBURG VICTORY FUND,Closed (Pending),,
FED-C283IM-C-001,ALMA ADAMS FOR CONGRESS,Active (Non-Exempt),,
STA-PMAQ3W-C-001,OUR SHOT NC,Closed (Pending),,
STA-U461J5-C-001,FORSYTH COUNTY CONSTITUTION PATRIOTS,Closed (Pending),,
STA-4KVEXX-C-001,COMM TO ELECT JEFF COLLINS,Closed,,
STA-5662U1-C-001,FIVE GOVERNORS COMMITTEE,Closed (Pending),,
STA-8985TL-C-002,WALTER RAND FOR JUDGE,Closed (Pending),,
FED-U84VE4-C-001,JIM FOR NC,Closed (Pending),,
STA-VD0PHY-C-001,RIDDELL FOR NC HOUSE 64,Active (Non-Exempt),,
STA-C2645N-C-001,COMM TO ELECT DAVID HASTY DIST CT JUDGE,Active (Non-Exempt),,
STA-IR4K6L-C-001,PARIS FOR JUDGE,Closed (Pending),,
STA-79N1PW-C-001,COMMITTEE TO ELECT ELLIOTT LYNCH NC HOUSE,Active (Non-Exempt),,
STA-B0NKLY-C-001,HENDERSON LEC,Closed (Pending),,
STA-25CP77-C-001,TRUTH AND PROSPERITY INC,Active (Non-Exempt),,
STA-0J7JEC-C-001,COMMITTEE TO ELECT JACKSON,Inactive,,
STA-C1489N-C-001,DREW SAUNDERS CAMPAIGN,Closed,,
STA-7I5864-C-001,COMMITTEE TO ELECT HARPER PETERSON,Active (Non-Exempt),,
FED-C4797N-C-001,THE TIMKEN COMP GOOD GOVT FUND,Active (Non-Exempt),,
STA-35T677-C-001,COMMITTEE TO ELECT LORI HAMILTON FOR SUPERIOR COURT JUDGE,Inactive,,
FED-C0264N-C-001,ROB ROMAINE FOR CONGRESS COMM,Closed,,
FED-C0265N-C-001,HEINEMAN FOR CONGRESS,Closed,,
FED-C0266N-C-001,ROSSIG FOR CONGRESS,Closed,,
FED-C0267N-C-001,THOMAS H ROBERG CAMPAIGN,Closed,,
FED-C0268N-C-001,WARD FOR CONGRESS,Closed,,
FED-C0269N-C-001,STUART EPPERSON FOR CONGRESS,Closed,,
FED-C0271N-C-001,KENNETH D BELL FOR CONGRESS,Closed,,
FED-C0273N-C-001,BURR FOR CONGRESS COMM,Closed,,
FED-C0274N-C-001,REGINALD BOWMAN CAMPAIGN,Closed,,
FED-C0276N-C-001,THOMAS J HARRELSON FOR CONGRESS,Closed,,
FED-C0277N-C-001,EDWARD JOHNSON FOR CONGRESS,Closed,,
FED-C0278N-C-001,FRIES SHAFFNER FOR CONGRESS,Closed,,
FED-C0281N-C-001,JAMES M COOPER FOR CONGRESS,Closed,,
FED-C0283N-C-001,ROBERT WILKIE FOR CONGRESS,Closed,,
FED-C0284N-C-001,ANNA STEWART CANDIDATE,Closed,,
FED-C0286N-C-001,COMM FOR ELECT OF HOWARD KNUPP,Closed,,
FED-C0287N-C-001,COMM TO ELECT JAMES R ADAMS,Closed,,
FED-C0288N-C-001,BLACKWOOD FOR CONGRESS COMM,Closed,,
FED-C0291N-C-001,PRIVETTE FOR CONGRESS,Closed,,
FED-C0293N-C-001,COMM TO ELECT SHERRILL MORGAN,Closed,,
FED-C0296N-C-001,HAYES FOR CONGRESS,Closed,,
FED-C0297N-C-001,MCMILLAN FOR CONGRESS,Closed,,
FED-C0298N-C-001,NEAL HOWES FOR CONGRESS,Closed,,
FED-C0300N-C-001,NEIL WILLIAMS FOR CONGRESS,Closed,,
FED-C0301N-C-001,DON REID FOR CONGRESS,Closed,,
FED-C0303N-C-002,SUE MYRICK FOR CONGRESS,Closed,,
FED-C0303N-C-003,SUE MYRICK FOR US SENATE,Closed,,
FED-C0304N-C-001,CASS BALLENGER FOR CONGRESS COMM,Closed,,
FED-C0308N-C-001,HERSCHEL S MORGAN FOR CONGRESS,Closed,,
FED-C0309N-C-001,CHARLES TAYLOR FOR CONGRESS,Closed,,
FED-C0309N-C-002,CHARLES H TAYLOR FOR CONGRESS 1990,Closed,,
FED-C0312N-C-001,RICHARD BRIDGES FOR CONGRESS,Closed,,
FED-C0316N-C-001,BARBARA GORE WASHINGTON CANDIDATE,Closed,,
FED-C0318N-C-001,DAVID A DREANO CAMPAIGN,Closed,,
FED-C0319N-C-001,GEORGE C JONES FOR CONGRESS,Closed,,
FED-C0320N-C-001,JOE MARTINO FOR CONGRESS,Closed,,
FED-C0321N-C-001,TRUDO FOR CONGRESS,Closed,,
FED-C0323N-C-001,JOHN J KOZLOWSKI CAMPAIGN,Closed,,
FED-C0325N-C-001,MIKE JACKSON FOR CONGRESS,Closed,,
FED-C0326N-C-001,COHEN FOR CONGRESS,Closed,,
FED-C0327N-C-001,TOM BUSH FOR CONGRESS,Closed,,
FED-C0328N-C-001,COSGROVE FOR CONGRESS COMM,Closed,,
FED-C0329N-C-001,LEONARD PLYLER CANDIDATE,Closed,,
FED-C0332N-C-001,JOSEPH BOXERMAN CANDIDATE,Closed,,
FED-C0333N-C-001,ROBERT ARGY JR CANDIDATE,Closed,,
FED-C0334N-C-001,EDWARD DOWNEY CANDIDATE,Closed,,
FED-C0335N-C-001,RUSSELL WOLLMAN CANDIDATE,Closed,,
FED-C0338N-C-001,CRAIG BERG CANDIDATE,Closed,,
FED-C0340N-C-001,GARRISON KING FRANTZ CANDIDATE,Closed,,
FED-C0341N-C-001,THOMAS W CARLISLE CANDIDATE,Closed,,
FED-C0343N-C-001,CHRISTOPHER VON STADE CANDIDATE,Closed,,
FED-C0344N-C-001,JEANNINE AUSTIN CAMPAIGN,Closed,,
FED-C0345N-C-001,RICHARD KAHN CANDIDATE,Closed,,
FED-C0346N-C-001,MILTON BURRILL CANDIDATE,Closed,,
FED-C0347N-C-001,SUSAN A SKINNER CANDIDATE,Closed,,
FED-C0348N-C-001,WALTER LEWIS CANDIDATE,Closed,,
FED-C0349N-C-001,TODD MURPHREY FOR CONGRESS,Closed,,
FED-C0350N-C-001,CHRISTOPHER SEAN DELANEY CANDIDATE,Closed,,
FED-C0354N-C-001,CHRIS NUBEL CANDIDATE,Closed,,
FED-C0354N-C-002,CHRIS NUBEL CANDIDATE,Closed,,
FED-C0356N-C-001,DAVID ALLEN WALKER CANDIDATE,Closed,,
FED-C0357N-C-001,GARY GOODSON CANDIDATE,Closed,,
FED-C0357N-C-002,GARY GOODSON CANDIDATE,Closed,,
FED-C0358N-C-001,TOWEYFORCONGRESS.ORG,Closed,,
FED-C0359N-C-001,DAVID F RUSSELL FOR CONGRESS,Closed,,
FED-C0362N-C-001,GENE PACZELT CANDIDATE,Closed,,
FED-C0365N-C-001,BENTLEY FOR CONGRESS,Closed,,
FED-C0366N-C-001,MARC KELLEY CAMPAIGN,Closed,,
FED-C0368N-C-001,JAMES C ROWH CANDIDATE,Closed,,
FED-C0369N-C-001,PAUL MEADOWS CANDIDATE,Closed,,
FED-C0370N-C-001,BOB BURNS CANDIDATE,Closed,,
FED-C0372N-C-001,JACK SCHWARTZ CAMPAIGN,Closed,,
FED-C0373N-C-001,DAVID L KNIGHT CANDIDATE,Closed,,
FED-C0375N-C-001,CHRISTOPHER S COLE CANDIDATE,Closed,,
FED-C0376N-C-001,JEFFREY CLAYTON BROWN CAMPAIGN,Closed,,
FED-C0377N-C-001,DEBORAH GARRETT EDDINS CANDIDATE,Closed,,
FED-C0378N-C-001,PHIL MCCANLESS JR CANDIDATE,Closed,,
FED-C0380N-C-001,CHARLES BARRY WILLIAMS FOR CONGRESS,Closed,,
FED-C0381N-C-001,CURTIS WADE KRUMEL CAMPAIGN,Closed,,
FED-C0382N-C-001,ROGER L KOHN CANDIDATE,Closed,,
FED-C0383N-C-001,ANNA LYON,Closed,,
FED-C0387N-C-001,JAMES B HUNT FOR US SENATE,Closed,,
FED-C0408N-C-001,VINROOT FOR SENATE,Closed,,
FED-C0450N-C-001,ELAINE MARSHALL FOR SENATE,Closed,,
FED-C0474N-C-001,RICHARD MOORE FOR CONGRESS,Closed,,
FED-C0529N-C-001,PARROTT FOR CONGRESS,Closed,,
FED-C0534N-C-001,CHERIE KILLIAN BERRY CAMPAIGN,Closed,,
FED-C0613N-C-001,E NATHAN FRIZZELL,Closed,,
FED-C0731N-C-001,ODOM FOR US SENATE,Closed,,
FED-C0802N-C-001,TOMMY POLLARD FOR CONGRESS,Closed,,
FED-C0924N-C-001,ALAN STAFFORD FOR CONGRESS,Closed,,
FED-C0928N-C-001,BOBBY R HALL FOR CONGRESS,Closed,,
FED-C0936N-C-001,KEADLE FOR CONGRESS,Closed,,
FED-C0946N-C-001,ROBERT C ANDERSON CAMPAIGN,Closed,,
FED-C0958N-C-001,TRY DONALD DAWKINS IN CONGRESS,Closed,,
FED-C1013N-C-001,JOHN CARRINGTON FOR CONGRESS,Closed,,
FED-C1075N-C-001,CHRIS HECKERT CANDIDATE,Closed,,
FED-C1159N-C-001,THOMAS C HARDAWAY FOR CONGRESS,Closed,,
FED-C1172N-C-001,LINWOOD E MERCER CAMPAIGN,Closed,,
FED-C1640N-C-001,GEORGE E CRUMP CAMPAIGN,Closed,,
FED-C1738N-C-001,BILL CASTER CANDIDATE,Closed,,
FED-A6080A-C-001,DONALD SPENCER DAVIS FOR CONGRESS,Closed,,
FED-A6080A-C-002,DONALD SPENCER DAVIS FOR CONGRESS,Closed,,
FED-C1799N-C-001,STAFFORD FOR CONGRESS,Closed,,
FED-C1853N-C-001,LYONS GRAY FOR CONGRESS,Closed,,
FED-C2018N-C-001,LEROY PITTMAN FOR US CONGRESS,Closed,,
FED-C2150N-C-001,BARBARA HOWE CANDIDATE,Closed,,
FED-C2150N-C-004,BARBARA J HOWE CANDIDATE,Closed,,
FED-C2166N-C-001,MARK D JACKSON CANDIDATE,Closed,,
FED-C2171N-C-001,ALVIN JEFFREY TAYLOR CANDIDATE,Closed,,
FED-C2178N-C-001,STEVEN F LEBOEUF FOR CONGRESS,Closed,,
FED-C2276N-C-001,CITIZENS FOR WILLIAMS,Closed,,
FED-C2318N-C-001,TRAWICK FOR CONGRESS,Closed,,
FED-C2507N-C-001,DANIEL R GREEN FOR CONGRESS,Closed,,
FED-C2596N-C-001,JON WILLIAMS FOR CONGRESS COMM,Closed,,
FED-C2894N-C-001,WILLIAM G HAMBY FOR CONGRESS,Closed,,
FED-C2906N-C-001,TED BLANTON 1990,Closed,,
FED-C2967N-C-001,STEVE FRANKS SENATE COMM,Closed,,
FED-C3160N-C-001,ALAN V PUGH FOR CONGRESS,Closed,,
FED-C4665N-C-001,CHAMPIONS FOR GOOD GOVT OF CHAMPION INTL CORP,Closed,,
FED-C4769N-C-001,HELMS FOR SENATE COMM,Closed,,
FED-C4794N-C-001,NC LIBERTY PAC,Closed,,
FED-C4798N-C-001,AMERICAN SPIRIT PAC,Closed,,
FED-C4801N-C-001,WISH LIST (THE),Closed,,
FED-C4804N-C-001,BACKPAC,Closed,,
FED-C4815N-C-001,CONSERVATIVES FOR NC CONSERVATIVES,Closed,,
FED-C4816N-C-001,ARENA PAC,Closed,,
FED-C4817N-C-001,NEXT CENTURY FUND,Closed,,
STA-C0001N-C-001,SPEED-MARSHALL FUND,Closed,,
STA-C0002N-C-001,EDDIE KNOX CAMPAIGN,Closed,,
STA-C0005N-C-001,FRIENDS OF THE COURT,Closed,,
STA-C0006N-C-001,FRIENDS OF SENATOR BARNES,Closed,,
STA-C0007N-C-001,HUNT-WICKER JOINT COMM,Closed,,
STA-C0015N-C-001,FUNDRAISER FOR CHASE SAUNDERS AND ROBERT BURROUGHS,Closed,,
STA-C0016N-C-001,DEMOCRATS FOR DAVIS,Closed,,
STA-C0017N-C-001,GREENSBORO JUDICIAL FUND RALPH WALKER & ROBERT F ORR,Closed,,
STA-C0019N-C-001,SHERRILL-PULLEY CAMPAIGN,Closed,,
STA-C0020N-C-001,MINER-BRUBAKER FUND,Closed,,
STA-C0021N-C-001,TRIBUTE TO SHARPE AND COCKLEREECE COMM,Closed,,
STA-C0022N-C-001,GOLF TOURNAMENT BASNIGHT/CONDER/WARREN,Closed,,
STA-C0023N-C-001,PRESTON-ROBINSON CAMPAIGN FUND,Closed,,
STA-C0024N-C-001,BAKER-EAST FUND,Closed,,
STA-C0025N-C-001,WILSON-BRUBAKER JOINT CAMPAIGN,Closed,,
STA-C0026N-C-001,RECEPTION FOR FOUNTAIN ODOM & JIM BLACK,Closed,,
STA-C0027N-C-001,BERRY HOWARD JOINT FUNDRAISER,Closed,,
STA-C0028N-C-001,MILLER-REEVES JOINT COMM,Closed,,
STA-C0029N-C-001,HAYES-ALLRAN JOINT FUNDRAISER,Closed,,
STA-C0030N-C-001,SHERRILL-PETTY VICTORY CELEBRATION,Closed,,
STA-C0031N-C-001,MEET DEMOCRAT JUDGES,Closed,,
STA-C0036N-C-001,SILVER ANNIVERSARY TRIBUTE,Closed,,
STA-C0037N-C-001,COMM TO ELECT THOMPSON-SHERRILL,Closed,,
STA-C0038N-C-001,WAKE HOUSE COMM,Closed,,
STA-C0039N-C-001,BRUBAKER-MCCOMAS FUND,Closed,,
STA-C0040N-C-001,PLYLER/ODOM/PERDUE JOINT COMM,Closed,,
STA-C0041N-C-001,JARRELL/JEFFUS COMM,Closed,,
STA-C0042N-C-001,TEAGUE/BRUBAKER EVENT,Closed,,
STA-C0043N-C-001,COMM FOR JUDICIAL EXCELLENCE,Closed,,
STA-C0044N-C-001,FRIENDS OF MIKE DRAKE & COLIN MCWHIRTER,Closed,,
STA-C0045N-C-001,UNITED WE STAND,Closed,,
STA-C0046N-C-001,WILSON CTY JOINT FUNDRAISER,Closed,,
STA-C0224N-C-001,CLARK PLEXICO FOR NC SENATE,Closed,,
STA-C0296N-C-001,HAYES FOR GOVERNOR,Closed,,
STA-C0383N-C-001,ANNA LYON,Closed,,
STA-C0383N-C-002,ANNA LYON CAMPAIGN,Closed,,
STA-C0385N-C-001,GILMORE IN 84 COMM,Closed,,
STA-C0388N-C-001,THORNBURG CAMPAIGN,Closed,,
STA-C0388N-C-002,THORNBURG CAMPAIGN,Closed,,
STA-C0393N-C-001,EDWARD RICHARD ROSSER CANDIDATE,Closed,,
STA-C0396N-C-001,KEN ROGERS CANDIDATE,Closed,,
STA-C0397N-C-001,BRYAN M IPOCK CAMPAIGN,Closed,,
STA-C0398N-C-001,ROGER MAINES CANDIDATE,Closed,,
STA-C0399N-C-001,KENNETH ROY GOTTFRIED CANDIDATE,Closed,,
STA-C0400N-C-002,MICHAEL F EASLEY CANDIDATE,Closed,,
STA-C0405N-C-001,RUBY THOMPSON HOOPER GOVERNOR 92,Closed,,
STA-C0411N-C-002,DAUGHTRY FOR SENATE,Closed,,
STA-C0414N-C-001,JULIA VAN WITT CANDIDATE,Closed,,
STA-C0416N-C-001,SCOTT D YOST CANDIDATE,Closed,,
STA-C0418N-C-001,JONATHAN D LITTLEJOHN CANDIDATE,Closed,,
STA-C0419N-C-001,SCHELL FOR GOVERNOR COMM,Closed,,
STA-C0420N-C-001,DEBORAH REID CANDIDATE,Closed,,
STA-C0422N-C-001,PARKS HELMS CAMPAIGN,Closed,,
STA-C0424N-C-001,COMM TO ELECT TONY RAND,Closed,,
STA-C0430N-C-001,HARBINSON FOR LT GOVERNOR,Closed,,
STA-C0436N-C-001,COMM TO ELECT DORIS HUFFMAN,Closed,,
STA-C0437N-C-001,STEVE ARNOLD FOR LT GOVERNOR,Closed,,
STA-C0438N-C-002,JOE H HEGE JR CANDIDATE,Closed,,
STA-C0439N-C-002,ANDY NILSSON CAMPAIGN,Closed,,
STA-C0440N-C-002,COCHRANE FOR SENATE,Closed,,
STA-C0441N-C-001,JOHN DAINOTTO CANDIDATE,Closed,,
STA-C0443N-C-001,CATHERINE CARTER CAMPAIGN 2000,Closed,,
STA-C0444N-C-001,DAN BELL FOR SECRETARY OF STATE,Closed,,
STA-C0446N-C-001,HOWARD KRAMER CANDIDATE,Closed,,
STA-C0448N-C-001,FRIENDS OF BRENDA POLLARD,Inactive,,
STA-C0450N-C-002,ELAINE MARSHALL COMM FOR NC SENATE,Closed,,
STA-C0451N-C-001,COMM TO ELECT VALERIA L LEE,Closed,,
STA-C0454N-C-001,RICHARD PETTY FOR SECRETARY OF STATE,Closed,,
STA-C0456N-C-001,STEPHEN RICHTER CANDIDATE,Closed,,
STA-C0457N-C-001,H R (DICK) PARKER JR CAMPAIGN,Closed,,
STA-C0458N-C-001,LEWIS B GUIGNARD CANDIDATE,Closed,,
STA-C0460N-C-001,CHUCK HICKS FOR STATE AUDITOR,Closed,,
STA-C0463N-C-001,KENNETH R CAMPBELL CANDIDATE,Closed,,
STA-C0464N-C-001,DEMOCRAT LEADERS FOR PAM CONNELL,Closed,,
STA-C0465N-C-001,GARNER COMM FOR AUDITOR,Closed,,
STA-C0467N-C-001,BOB DINUBILA CANDIDATE,Closed,,
STA-C0468N-C-002,REPUBLICANS ENDORSE JACK DALY,Closed,,
STA-C0470N-C-001,JOHNNIE C MAYFIELD FOR AUDITOR,Closed,,
STA-C0471N-C-001,THEODORE F JANOWSKI CANDIDATE,Closed,,
STA-C0472N-C-001,HARLAN BOYLES FOR STATE TREASURER,Closed,,
STA-C0475N-C-001,R S JAMES FOR STATE CAMPAIGN,Closed,,
STA-C0477N-C-001,ANN Q DUNCAN CAMPAIGN,Closed,,
STA-C0478N-C-001,LINNEY FOR TREASURER,Closed,,
STA-C0478N-C-002,COMM TO ELECT LINNEY NC HOUSE,Closed,,
STA-C0480N-C-001,PETER T LYDA CANDIDATE,Closed,,
STA-C0482N-C-001,LEWIS B HUNTER,Closed,,
STA-C0486N-C-001,DAVID HUNTER DIAMONT COMM,Closed,,
STA-C0486N-C-002,DIAMONT FOR NC HOUSE,Closed,,
STA-C0488N-C-001,COMM TO ELECT BILL SHARPE,Closed,,
STA-C0489N-C-001,COMM TO ELECT MICHAEL BARRICK,Closed,,
STA-C0491N-C-001,STARR VON STADE CANDIDATE,Closed,,
STA-C0493N-C-001,CHRIS SPRUYT,Closed,,
STA-C0498N-C-003,COOPER FOR NC HOUSE,Closed,,
STA-C0502N-C-001,LAWRENCE BERRY CAMPAIGN,Closed,,
STA-C0503N-C-001,MARGARET PALMS,Closed,,
STA-C0504N-C-001,FRIENDS OF JIM GRAHAM,Closed,,
STA-C0505N-C-001,MEG SCOTT PHIPPS CAMPAIGN 2000,Closed,,
STA-C0508N-C-001,CITIZENS FOR TOLSON,Closed,,
STA-C0509N-C-001,COMM TO ELECT GRAHAM BOYD,Inactive,,
STA-C0510N-C-001,LEO TEW CAMPAIGN,Closed,,
STA-C0512N-C-001,EARL ROUNTREE CANDIDATE,Closed,,
STA-C0516N-C-001,ROUZER 2000,Closed,,
STA-C0518N-C-001,ELBIE POWERS CANDIDATE,Closed,,
STA-C0519N-C-001,R GAINES STEER CANDIDATE,Closed,,
STA-C0522N-C-001,BINGHAM FOR LABOR CAMPAIGN,Closed,,
STA-C0523N-C-001,JOHN C BROOKS CAMPAIGN,Closed,,
STA-C0523N-C-002,JOHN C BROOKS CAMPAIGN 1976,Closed,,
STA-C0525N-C-001,HARRY PAYNE COMM,Closed,,
STA-C0526N-C-001,COMM TO ELECT FUNDERBURKE,Closed,,
STA-C0528N-C-001,COMM TO ELECT DANA COPE,Closed,,
STA-C0529N-C-001,PARROTT FOR LABOR 2000,Closed,,
STA-C0531N-C-001,LEVY FOR LABOR COMMISSIONER,Closed,,
STA-C0533N-C-001,DOLLAR FOR LABOR COMM,Closed,,
STA-C0536N-C-001,JOHN G MILLER CANDIDATE,Closed,,
STA-C0537N-C-001,ELECT CARL SOUTHARD COMM OF LABOR,Closed,,
STA-C0539N-C-001,F CRAIG SPRINGER CAMPAIGN,Closed,,
STA-C0540N-C-001,SETH FEHRS CANDIDATE,Closed,,
STA-C0544N-C-001,STEPHEN H WOLFE CANDIDATE,Closed,,
STA-C0548N-C-001,ROY GRAY COMM,Closed,,
STA-C0549N-C-001,HART FOR NC SENATE,Closed,,
STA-C0552N-C-001,GENE MERRITT FOR NC SENATE COMM,Closed,,
STA-C0558N-C-001,WHATLEY FOR SENATE,Closed,,
STA-C0559N-C-001,COMM TO ELECT WHEELER NC SENATE,Closed,,
STA-C0561N-C-001,MADANS FOR STATE SENATE,Closed,,
STA-C0567N-C-001,BARKER FOR NC SENATE,Closed,,
STA-C0569N-C-001,FRANK E KERR CANDIDATE,Closed,,
STA-C0571N-C-001,SLOCUMB FOR SENATE,Closed,,
STA-C0572N-C-001,BOB SPIVEY FOR NCSENATE,Closed,,
STA-C0575N-C-001,COMM FOR MILLS FOR NC HOUSE,Closed,,
STA-C0576N-C-001,W G (BILL) SMITH CAMPAIGN,Closed,,
STA-C0577N-C-001,LENA RITTER CAMPAIGN COMM,Closed,,
STA-C0578N-C-001,DON BETZ FOR SENATE,Closed,,
STA-C0579N-C-001,CHARLES W WEST JR CANDIDATE,Closed,,
STA-C0583N-C-001,COMM TO ELECT WENDELL HOLMES MURPHY,Closed,,
STA-C0585N-C-001,WILLIAM L NEILL FOR NC SENATE,Closed,,
STA-C0586N-C-001,BOB MARTIN SENATE CAMPAIGN,Closed,,
STA-C0587N-C-001,MOREHEAD FOR STATE SENATE,Closed,,
STA-C0588N-C-001,HORTON FOR SENATE,Closed,,
STA-C0590N-C-001,HENRY WILLIAMS  NC SENATE,Closed,,
STA-C0592N-C-001,FRANK BLOCK FOR NC SENATE COMM,Closed,,
STA-C0595N-C-001,COMM TO ELECT LUTHER JORDAN,Closed,,
STA-C0595N-C-002,LUTHER H JORDAN JR CAMPAIGN,Closed,,
STA-C0596N-C-001,ROBERT (BOBBY) BROWN,Closed,,
STA-C0597N-C-001,GEORGE W GRAHAM CAMPAIGN,Closed,,
STA-C0598N-C-001,ELECT WILLIE B NIXON JR NC SENATE,Closed,,
STA-C0599N-C-001,CLARENCE G LEGGETT CANDIDATE,Closed,,
STA-C0603N-C-001,TOM TAFT FOR NC SENATE,Closed,,
STA-C0605N-C-001,EZZELL SENATE CAMPAIGN,Closed,,
STA-C0606N-C-001,ROBERT BRADSHAW FOR NC SENATE,Closed,,
STA-C0610N-C-002,ALLEN H WELLONS FOR NC HOUSE,Closed,,
STA-C0610N-C-003,ALLEN H WELLONS FOR NC HOUSE,Closed,,
STA-C0617N-C-001,WOOD FOR SENATE CAMPAIGN,Closed,,
STA-C0618N-C-001,JUDGE PIERCE FOR SENATE,Closed,,
STA-C0619N-C-001,LOWELL THOMAS CAMPAIGN COMM,Closed,,
STA-C0620N-C-001,BILL WILLIAMSON FOR NC SENATE,Closed,,
STA-C0621N-C-001,LYNETTE CARDWELL FOR 12TH SENATE,Closed,,
STA-C0622N-C-001,W L PRYOR NC SENATE COMM,Closed,,
STA-C0623N-C-001,AL WHEELER CAMPAIGN 2000,Closed,,
STA-C0624N-C-001,RON L JESSUP SENATE CAMPAIGN,Closed,,
STA-C0625N-C-001,VEL PIERCE CANDIDATE,Closed,,
STA-C0627N-C-001,KENNETH C ROYALL JR CANDIDATE,Closed,,
STA-C0629N-C-001,JOHN W HAMBY JR CAMPAIGN,Closed,,
STA-C0632N-C-001,JOSEPH E (JOE) JOHNSON CANDIDATE,Closed,,
STA-C0633N-C-001,FRANK ROBERTS CANDIDATE,Closed,,
STA-C0634N-C-001,J K SHERRON FOR NC SENATE,Inactive,,
STA-C0636N-C-001,COMM TO ELECT SAM FOR SENATE,Closed,,
STA-C0637N-C-001,NICK PILOS COMM,Closed,,
STA-C0638N-C-001,RUTH COOK FOR NC SENATE,Closed,,
